id,frequency,amplitude
1030,6,0.01875566929667492
1030,6.003334444814938,0.018745814718457692
1030,6.006668889629877,0.018736908362685194
1030,6.010003334444815,0.01872894449719078
1030,6.0133377792597535,0.018721917043476508
1030,6.016672224074692,0.018715819581804693
1030,6.02000666888963,0.018710645356450464
1030,6.023341113704569,0.018706387281114553
1030,6.026675558519507,0.01870303794448638
1030,6.0300100033344455,0.018700589615954565
1030,6.033344448149384,0.018699034251457653
1030,6.036678892964322,0.018698363499469458
1030,6.040013337779261,0.018698568707113367
1030,6.043347782594199,0.018699640926399582
1030,6.046682227409137,0.018701570920578704
1030,6.050016672224076,0.018704349170606423
1030,6.053351117039014,0.018707965881713123
1030,6.056685561853953,0.018712410990071225
1030,6.060020006668891,0.018717674169556046
1030,6.063354451483829,0.01872374483859158
1030,6.066688896298768,0.018730612167077425
1030,6.070023341113706,0.018738265083389574
1030,6.0733577859286445,0.01874669228144807
1030,6.076692230743583,0.018755882227847187
1030,6.080026675558521,0.01876582316904064
1030,6.08336112037346,0.01877650313857617
1030,6.086695565188398,0.018787909964372844
1030,6.090030010003336,0.018800031276036466
1030,6.093364454818275,0.01881285451220459
1030,6.096698899633213,0.018826366927918104
1030,6.100033344448152,0.01884055560200985
1030,6.10336778926309,0.018855407444508455
1030,6.106702234078028,0.01887090920404723
1030,6.110036678892967,0.018887047475275837
1030,6.113371123707905,0.018903808706266637
1030,6.1167055685228435,0.018921179205911118
1030,6.120040013337782,0.018939145151299946
1030,6.12337445815272,0.018957692595082426
1030,6.126708902967659,0.018976807472797588
1030,6.130043347782597,0.018996475610174087
1030,6.1333777925975355,0.019016682730391324
1030,6.136712237412474,0.019037414461297697
1030,6.140046682227412,0.019058656342580756
1030,6.143381127042351,0.019080393832883385
1030,6.146715571857289,0.019102612316861854
1030,6.150050016672227,0.019125297112180566
1030,6.153384461487166,0.019148433476438444
1030,6.156718906302104,0.019172006614022324
1030,6.1600533511170426,0.01919600168288303
1030,6.163387795931981,0.01922040380122947
1030,6.166722240746919,0.019245198054136336
1030,6.170056685561858,0.019270369500061058
1030,6.173391130376796,0.01929590317726644
1030,6.1767255751917345,0.019321784110144163
1030,6.180060020006673,0.019347997315435645
1030,6.183394464821611,0.019374527808346604
1030,6.18672890963655,0.019401360608552062
1030,6.190063354451488,0.019428480746086982
1030,6.193397799266426,0.01945587326712061
1030,6.196732244081365,0.019483523239610775
1030,6.200066688896303,0.01951141575883478
1030,6.203401133711242,0.019539535952794094
1030,6.20673557852618,0.019567868987490925
1030,6.210070023341118,0.01959640007207207
1030,6.213404468156057,0.019625114463839653
1030,6.216738912970995,0.01965399747312561
1030,6.2200733577859335,0.019683034468026425
1030,6.223407802600872,0.019712210878998732
1030,6.22674224741581,0.019741512203311634
1030,6.230076692230749,0.019770924009354703
1030,6.233411137045687,0.019800431940800778
1030,6.236745581860625,0.019830021720620906
1030,6.240080026675564,0.019859679154951102
1030,6.243414471490502,0.0198893901368099
1030,6.246748916305441,0.019919140649664928
1030,6.250083361120379,0.01994891677084825
1030,6.253417805935317,0.01997870467482016
1030,6.256752250750256,0.0200084906362804
1030,6.260086695565194,0.020038261033126944
1030,6.2634211403801325,0.020068002349261982
1030,6.266755585195071,0.02009770117724532
1030,6.270090030010009,0.02012734422079494
1030,6.273424474824948,0.020156918297136315
1030,6.276758919639886,0.020186410339199018
1030,6.2800933644548245,0.020215807397663613
1030,6.283427809269763,0.020245096642857317
1030,6.286762254084701,0.02027426536650242
1030,6.29009669889964,0.02030330098331423
1030,6.293431143714578,0.020332191032455885
1030,6.296765588529516,0.02036092317884481
1030,6.300100033344455,0.020389485214318322
1030,6.303434478159393,0.020417865058656497
1030,6.306768922974332,0.0204460507604654
1030,6.31010336778927,0.020474030497923557
1030,6.313437812604208,0.02050179257939217
1030,6.316772257419147,0.020529325443893253
1030,6.320106702234085,0.020556617661457475
1030,6.3234411470490235,0.02058365793334334
1030,6.326775591863962,0.020610435092132954
1030,6.3301100366789,0.020636938101704676
1030,6.333444481493839,0.020663156057087653
1030,6.336778926308777,0.020689078184200852
1030,6.340113371123715,0.020714693839479284
1030,6.343447815938654,0.0207399925093918
1030,6.346782260753592,0.020764963809853636
1030,6.350116705568531,0.02078959748553735
1030,6.353451150383469,0.020813883409086315
1030,6.356785595198407,0.020837811580233706
1030,6.360120040013346,0.020861372124832616
1030,6.363454484828284,0.020884555293799765
1030,6.3667889296432225,0.02090735146197781
1030,6.370123374458161,0.020929751126920682
1030,6.373457819273099,0.020951744907606172
1030,6.376792264088038,0.020973323543079563
1030,6.380126708902976,0.02099447789103384
1030,6.3834611537179144,0.021015198926331035
1030,6.386795598532853,0.021035477739467942
1030,6.390130043347791,0.0210553055349924
1030,6.39346448816273,0.021074673629875418
1030,6.396798932977668,0.021093573451841163
1030,6.400133377792606,0.02111199653766326
1030,6.403467822607545,0.021129934531429553
1030,6.406802267422483,0.02114737918278094
1030,6.4101367122374215,0.02116432234513156
1030,6.41347115705236,0.02118075597387052
1030,6.416805601867298,0.021196672124554786
1030,6.420140046682237,0.02121206295109663
1030,6.423474491497175,0.02122692070394822
1030,6.4268089363121135,0.021241237728293477
1030,6.430143381127052,0.02125500646224697
1030,6.43347782594199,0.021268219435067872
1030,6.436812270756929,0.021280869265393243
1030,6.440146715571867,0.02129294865949578
1030,6.443481160386805,0.02130445040956969
1030,6.446815605201744,0.02131536739205046
1030,6.450150050016682,0.021325692565975083
1030,6.453484494831621,0.021335418971383607
1030,6.456818939646559,0.021344539727769753
1030,6.460153384461497,0.021353048032584407
1030,6.463487829276436,0.0213609371597965
1030,6.466822274091374,0.02136820045851506
1030,6.4701567189063125,0.021374831351678822
1030,6.473491163721251,0.02138082333481534
1030,6.476825608536189,0.021386169974875194
1030,6.480160053351128,0.021390864909145896
1030,6.483494498166066,0.02139490184424737
1030,6.486828942981004,0.02139827455521717
1030,6.490163387795943,0.02140097688468298
1030,6.493497832610881,0.021403002742133057
1030,6.49683227742582,0.02140434610328222
1030,6.500166722240758,0.02140500100954168
1030,6.503501167055696,0.021404961567592303
1030,6.506835611870635,0.021404221949066875
1030,6.510170056685573,0.021402776390343756
1030,6.5135045015005115,0.021400619192454447
1030,6.51683894631545,0.021397744721108447
1030,6.520173391130388,0.02139414740683801
1030,6.523507835945327,0.021389821745264798
1030,6.526842280760265,0.021384762297491266
1030,6.5301767255752035,0.021378963690619025
1030,6.533511170390142,0.02137242061839522
1030,6.53684561520508,0.021365127841991197
1030,6.540180060020019,0.02135708019091128
1030,6.543514504834957,0.02134827256403759
1030,6.546848949649895,0.021338699930807933
1030,6.550183394464834,0.02132835733253236
1030,6.553517839279772,0.021317239883844895
1030,6.5568522840947105,0.02130534277429556
1030,6.560186728909649,0.021292661270079144
1030,6.563521173724587,0.021279190715904985
1030,6.566855618539526,0.02126492653700543
1030,6.570190063354464,0.021249864241284
1030,6.5735245081694025,0.02123399942160332
1030,6.576858952984341,0.021217327758212688
1030,6.580193397799279,0.02119984502131312
1030,6.583527842614218,0.02118154707376215
1030,6.586862287429156,0.021162429873914822
1030,6.590196732244094,0.02114248947860153
1030,6.593531177059033,0.02112172204624044
1030,6.596865621873971,0.021100123840083907
1030,6.60020006668891,0.021077691231596484
1030,6.603534511503848,0.021054420703964034
1030,6.606868956318786,0.021030308855729776
1030,6.610203401133725,0.02100535240455809
1030,6.613537845948663,0.02097954819112041
1030,6.6168722907636015,0.02095289318310399
1030,6.62020673557854,0.02092538447933789
1030,6.623541180393478,0.020897019314035585
1030,6.626875625208417,0.020867795061150166
1030,6.630210070023355,0.020837709238838056
1030,6.633544514838293,0.02080675951403017
1030,6.636878959653232,0.020774943707104494
1030,6.64021340446817,0.020742259796657714
