meas_idx,obs_idx,sat_id,start_time,end_time,used,max_rh,max_amp,mean_amp,num_recs
4,27,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,28,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,29,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,30,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,31,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,32,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,33,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,34,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,35,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,36,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,37,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,38,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,39,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,40,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,41,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,42,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,43,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,44,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,45,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,46,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,47,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,48,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,49,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,50,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,51,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,52,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,53,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,54,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,55,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,56,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,57,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,58,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,59,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,60,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,61,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,62,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,63,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,64,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,65,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,66,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,67,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,68,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,69,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,70,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,71,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,72,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,73,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,74,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,75,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,76,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,77,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,78,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,79,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,80,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,81,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,82,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,83,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,84,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,85,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,86,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,87,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,88,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,89,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,90,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,91,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,92,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,93,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,94,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,95,65535,65535,65535,true,NaN,NaN,NaN,4294967295
